,id,work_exp(in years),skill1,skill2
16683,6383,5,Machine Learning,Data Analytics
16684,6384,1,Research,Artificial Intelligence
16687,6385,5,Data Science,Management
16690,6386,6,Engineer,Data Analytics
16692,6387,2,Data Science,Data engineer
16693,6388,10,Computer Vision,Data Analytics
16695,6389,7,Data Science,Data Science
16696,6390,5,Data Science,Hadoop-Apache
16697,6391,10,Data Science,Data Analytics
16699,6392,10,DBMS,Data Analytics
16701,6393,6,Executive,Data Analytics
16703,6394,0,Data engineer,Data Analytics
16704,6395,0,Data Science,science and numerics
16705,6396,2,Machine Learning,Data Analytics
16707,6397,8,Executive,Data Science
16710,6398,2,Applied Science,Management
16712,6399,8,Machine Learning,Artificial Intelligence
16714,6400,5,Machine Learning,Hadoop-Apache
16717,6401,1,Data Science,Data Analytics
16720,6402,2,Statistics,Management
16724,6403,5,Statistics,Management
16725,6404,3,Executive,Management
16729,6405,10,Machine Learning,Data Analytics
16733,6406,9,Machine Learning,Data Analytics
16734,6407,0,Management,Infrastructure
16737,6408,0,Machine Learning,Data Analytics
16738,6409,1,Data Science,Data Analytics
16739,6410,2,Data Science,Data Analytics
16740,6411,3,Computer Vision,Data Analytics
16743,6412,7,DBMS,Artificial Intelligence
16746,6413,6,Data Science,Data Analytics
16748,6414,9,Data Science,Data Analytics
16749,6415,0,Data Science,Management
16750,6416,9,Data Science,Artificial Intelligence
16756,6417,7,Artificial intelligence,Research
16757,6418,6,Data Science,Data Analytics
16758,6419,1,Research,Hadoop-Apache
16761,6420,4,Executive,Data Analytics
16773,6421,3,Data Science,Data Analytics
16774,6422,9,Data Science,Data Analytics
16781,6423,2,Product Management,Hadoop-Apache
16782,6424,10,Data Science,Data Analytics
16785,6425,1,Data Science,Data Analytics
16786,6426,4,Data Science,Management
16788,6427,5,Data Science,Data Analytics
16790,6428,8,Executive,Engineer
16792,6429,5,Machine Learning,Data Analytics
16794,6430,5,Research,science and numerics
16796,6431,6,Executive,Management
16797,6432,2,Data Science,Data Analytics
16798,6433,8,Statistics,Data Analytics
16801,6434,5,Data Science,science and numerics
16805,6435,3,Data Science,Data Analytics
16807,6436,1,Machine Learning,Data Analytics
16812,6437,4,Statistics,Artificial Intelligence
16814,6438,2,Research,Data Analytics
16815,6439,9,Research,Data Analytics
16817,6440,7,Data Science,Data Analytics
16819,6441,5,DBMS,Data Analytics
16821,6442,6,Data Science,Research
16823,6443,10,Data Science,Data Analytics
16824,6444,5,Data Science,Data Analytics
16826,6445,9,Engineer,Data Analytics
16830,6446,10,Data Science,Data Analytics
16834,6447,5,DBMS,Management
16835,6448,6,DBMS,Data Analytics
16838,6449,7,Research,Data engineer
16839,6450,6,Data Science,Data Analytics
16840,6451,6,Data Science,Data Analytics
16841,6452,3,Data Science,Data Analytics
16844,6453,1,Data Science,Data Analytics
16846,6454,10,Data Science,Data Analytics
16847,6455,9,Data Science,Data Analytics
16849,6456,7,Data Science,Data Analytics
16851,6457,4,Machine Learning,science and numerics
16853,6458,1,PowerBI,Data Analytics
16856,6459,2,Data Science,Data Analytics
16857,6460,7,Data Science,Data Analytics
16858,6461,1,Data Science,management
16863,6462,1,Data Science,Data Analytics
16865,6463,4,Data Science,Data Analytics
16866,6464,6,Data Science,Data Analytics
16868,6465,8,Data Science,Data Analytics
16869,6466,5,Data Science,Data Analytics
16870,6467,1,DBMS,Hadoop-Apache
16872,6468,8,Data Science,Data Analytics
16873,6469,7,PowerBI,Deep Learning
16874,6470,1,Statistics,Data Analytics
16877,6471,6,Computer Vision,Data Analytics
16879,6472,0,DBMS,Data Analytics
16881,6473,10,Machine Learning,Data Analytics
16882,6474,5,Data Science,Research
16883,6475,0,Data Science,Data Analytics
16885,6476,5,DBMS,Artificial Intelligence
16886,6477,5,Machine Learning,Data Analytics
16888,6478,3,Artificial intelligence,Data Analytics
16890,6479,10,Finance,Management
16897,6480,8,Data Science,Data Analytics
16898,6481,0,Machine Learning,Data Analytics
16902,6482,5,Artificial intelligence,Machine Learning
16904,6483,3,Data Science,Data Analytics
16905,6484,6,PowerBI,Data Analytics
16908,6485,5,Data Science,Data Analytics
16912,6486,10,Data Science,Data Analytics
16917,6487,10,Management,Management
16918,6488,9,Computer Vision,Data Analytics
16919,6489,1,Data Science,Data Analytics
16923,6490,1,Data Science,Data Analytics
16924,6491,4,Data Science,Data Analytics
16927,6492,10,Machine Learning,Data Analytics
16931,6493,3,Research,Data Analytics
16933,6494,1,Machine Learning,Data Analytics
16934,6495,5,PowerBI,Data Analytics
16935,6496,0,Data Science,Data Analytics
16936,6497,6,Data Science,Data Analytics
16942,6498,2,Data Science,Data Analytics
16943,6499,0,Research,Hadoop-Apache
16947,6500,1,Management,Data Science
16948,6501,6,Data Science,Data Analytics
16949,6502,7,Data Science,Data Analytics
16950,6503,5,Data Science,Data Analytics
16954,6504,7,Machine Learning,Artificial Intelligence
16956,6505,4,Computer Vision,Data Analytics
16959,6506,1,Data Science,science and numerics
16960,6507,10,Data Science,Artificial Intelligence
16963,6508,0,DBMS,Data Analytics
16967,6509,2,Data Science,Data Analytics
16975,6510,8,Data Science,Data Analytics
16984,6511,10,Data Science,Data Analytics
16988,6512,9,Machine Learning,Data Analytics
16991,6513,6,Data Science,Data Analytics
16992,6514,8,Management,Management
16994,6515,6,Data Science,Management
16995,6516,3,Engineer,Data Analytics
16996,6517,6,PowerBI,Data Analytics
16999,6518,4,Machine Learning,Management
17000,6519,5,Machine Learning,Data Analytics
17001,6520,1,Data Science,Management
17002,6521,3,Statistics,Data Analytics
17003,6522,3,Data Science,Data Analytics
17006,6523,1,Management,Hadoop-Apache
17008,6524,9,Management,Data Analytics
17009,6525,5,Data Science,Data Analytics
17010,6526,4,Data Science,Data Analytics
17015,6527,6,Cloud computing,Data Science
17018,6528,8,Data Science,Data Analytics
17019,6529,10,Artificial intelligence,Data Analytics
17020,6530,1,Computer Vision,Software Development
17023,6531,9,Finance,Data Analytics
17025,6532,0,Machine Learning,Data Analytics
17026,6533,4,Statistics,Data Analytics
17029,6534,5,Data Science,Data Analytics
17030,6535,7,PowerBI,Data Analytics
17031,6536,9,Data Science,Data Analytics
17036,6537,1,Machine Learning,Data Analytics
17038,6538,0,Data Science,Data Science
17041,6539,10,Management,Data Science
17042,6540,1,Data Science,Data Analytics
17043,6541,8,Executive,Artificial Intelligence
17044,6542,8,Data Science,Data Analytics
17047,6543,10,Data Science,Data Analytics
17048,6544,1,Machine Learning,Hadoop-Apache
17051,6545,0,Executive,Management
17055,6546,10,Data Science,Artificial Intelligence
17058,6547,5,Data Science,Data Analytics
17059,6548,5,Research,Data Analytics
17061,6549,4,Data Science,Data Analytics
17063,6550,2,Data Science,Artificial Intelligence
17064,6551,2,Data Science,Data Analytics
17067,6552,1,Data Science,Data Analytics
17068,6553,2,Data Science,science and numerics
17077,6554,7,Machine Learning,Management
17079,6555,5,Artificial intelligence,Data Analytics
17081,6556,2,Executive,Artificial Intelligence
17085,6557,4,Machine Learning,Data Science
17086,6558,2,Data Science,Artificial Intelligence
17087,6559,9,Statistics,Research
17089,6560,7,Management,Management
17093,6561,6,Data Science,Data Analytics
17094,6562,7,Data Science,Data Analytics
17095,6563,3,Data Science,Data Analytics
17099,6564,8,Statistics,Data Analytics
17100,6565,8,Data Science,Data Analytics
17101,6566,8,Statistics,Data Analytics
17103,6567,5,Statistics,Data Analytics
17108,6568,10,Data Science,Data Analytics
17109,6569,5,Data Science,Data Analytics
17111,6570,0,Data Science,Data Analytics
17113,6571,7,Statistics,Data Analytics
17114,6572,8,PowerBI,Data Analytics
17116,6573,5,Machine Learning,Data Analytics
17117,6574,3,Statistics,Data Analytics
17119,6575,9,Data Science,Data Analytics
17120,6576,4,Cloud computing,Data Science
17121,6577,9,Data Science,Artificial Intelligence
17123,6578,6,Machine Learning,Data Analytics
17125,6579,3,Machine Learning,Data Analytics
17126,6580,1,Machine Learning,Artificial Intelligence
17127,6581,6,Data Science,Data Analytics
17128,6582,1,Data Science,Data Analytics
17129,6583,8,Statistics,Artificial Intelligence
17130,6584,9,Data Science,Artificial Intelligence
17131,6585,9,Executive,Data Analytics
17134,6586,3,PowerBI,Data Analytics
17135,6587,6,Data Science,Data Analytics
17138,6588,8,Data Science,science and numerics
17140,6589,3,Research,Data Analytics
17151,6590,9,Executive,Data Science
17154,6591,2,Engineer,Data Analytics
17155,6592,4,Data Science,science and numerics
17156,6593,5,Data Science,Data Analytics
17157,6594,9,Data Science,Data Analytics
17160,6595,8,DBMS,Data Analytics
17162,6596,10,Data Science,Data Analytics
17163,6597,3,Research,Data Science
17164,6598,4,Data engineer,management
17166,6599,1,Data Science,Data Analytics
17171,6600,3,Data Science,Data Science
17175,6601,10,Statistics,Hadoop-Apache
17176,6602,1,Data Science,Research
17177,6603,6,Data Science,Hadoop-Apache
17178,6604,2,Data Science,Artificial Intelligence
17180,6605,7,Research,Data Analytics
17181,6606,1,Management,Data Analytics
17184,6607,5,Executive,Data Science
17185,6608,0,Engineer,Machine Learning
17186,6609,3,Executive,Software Development
17197,6610,2,Machine Learning,science and numerics
17200,6611,0,Data Science,Data engineer
17201,6612,1,Data Science,Data Analytics
17209,6613,9,Machine Learning,Data Analytics
17214,6614,6,Machine Learning,Data Analytics
17216,6615,6,Machine Learning,Data Analytics
17220,6616,8,PowerBI,Data Analytics
17221,6617,2,Data Science,Data engineer
17222,6618,8,Cloud computing,Data Analytics
17224,6619,7,Product Management,Data Science
17225,6620,2,Data Science,Data Analytics
17226,6621,3,Data Science,Data Analytics
17229,6622,2,Engineer,Data Analytics
17230,6623,1,Machine Learning,Management
17232,6624,9,PowerBI,Data Analytics
17235,6625,9,Data Science,Data Analytics
17236,6626,8,Executive,Data Analytics
17237,6627,0,Machine Learning,Data Analytics
17239,6628,6,Data Science,Data engineer
17240,6629,4,Data Science,Data Analytics
17241,6630,6,Data Science,Data Analytics
17246,6631,10,DBMS,Data Analytics
17252,6632,6,PowerBI,Data Analytics
17262,6633,10,Data Science,Management
17264,6634,5,Data Science,Data Analytics
17266,6635,4,Data Science,Data Analytics
17267,6636,2,Data Science,Data Analytics
17273,6637,9,Executive,management
17274,6638,0,Data Science,Data Analytics
17276,6639,6,Executive,Data Analytics
17278,6640,2,Machine Learning,Management
17281,6641,2,Artificial intelligence,Data Analytics
17284,6642,7,Data Science,Data Analytics
17285,6643,3,Computer Vision,Data Analytics
17286,6644,4,Data Science,Data Analytics
17287,6645,10,Machine Learning,Data Analytics
17291,6646,5,Machine Learning,Data Analytics
17292,6647,2,Statistics,Hadoop-Apache
17293,6648,6,Data Science,Data Analytics
17296,6649,6,Data Science,science and numerics
17300,6650,3,Data Science,Data Analytics
17305,6651,6,Executive,science and numerics
17309,6652,9,Statistics,Data Analytics
17313,6653,2,Data Science,Artificial Intelligence
17315,6654,5,Statistics,Data Analytics
17316,6655,6,Engineer,Data Analytics
17318,6656,4,Data Science,Data engineer
17319,6657,9,Data Science,Data Analytics
17326,6658,7,Data Science,Software Development
17328,6659,8,Data Science,Data Analytics
17329,6660,6,Data Science,Data Analytics
17334,6661,1,Data Science,Engineer
17336,6662,10,Data Science,Data Analytics
17337,6663,9,Executive,Data Analytics
17339,6664,5,Data Science,Artificial Intelligence
17344,6665,0,Statistics,Research
17345,6666,9,Statistics,Data Analytics
17347,6667,9,Machine Learning,Data Analytics
17350,6668,6,Executive,Management
17351,6669,2,Data Science,Data Analytics
17355,6670,3,Research,Artificial Intelligence
17360,6671,9,Management,Hadoop-Apache
17361,6672,3,Data Science,Data Analytics
17362,6673,7,PowerBI,Artificial Intelligence
17365,6674,2,Data Science,Data Analytics
17366,6675,7,Cloud computing,Data Analytics
17368,6676,2,Data Science,Data Analytics
17370,6677,4,Data Science,Engineer
17374,6678,10,Data Science,science and numerics
17375,6679,9,Research,Data Analytics
17376,6680,3,Machine Learning,Artificial Intelligence
17381,6681,8,Data Science,Data Analytics
17383,6682,9,Data Science,Data Analytics
17385,6683,2,Computer Vision,Artificial Intelligence
17387,6684,1,DBMS,Data Analytics
17389,6685,4,Data Science,Data Analytics
17390,6686,2,Data Science,Data Analytics
17392,6687,3,Data Science,Data Analytics
17396,6688,9,Data Science,Data Analytics
17401,6689,8,Research,Data Analytics
17403,6690,5,Machine Learning,Data Analytics
17404,6691,4,Data engineer,science and numerics
17408,6692,9,Data Science,Machine Learning
17409,6693,10,Data Science,Data Analytics
17410,6694,3,Machine Learning,Hadoop-Apache
17414,6695,9,Machine Learning,Data Analytics
17416,6696,2,Computer Vision,Data Science
17420,6697,8,Data Science,Data Analytics
17422,6698,5,Data Science,science and numerics
17425,6699,5,Data Science,Data Analytics
17426,6700,6,DBMS,Data Analytics
17427,6701,0,Product Management,Data Analytics
17429,6702,2,Machine Learning,Data Analytics
17433,6703,9,Machine Learning,Data Analytics
17436,6704,10,Data Science,Artificial Intelligence
17437,6705,1,PowerBI,Hadoop-Apache
17439,6706,3,Data Science,Data Analytics
17441,6707,3,Machine Learning,Data Analytics
17442,6708,1,Statistics,Data Analytics
17443,6709,6,Data Science,Data Analytics
17445,6710,7,Management,Data Analytics
17449,6711,5,Data Science,Data Analytics
17455,6712,2,Statistics,science and numerics
17460,6713,10,Engineer,Data Analytics
17461,6714,6,Computer Vision,science and numerics
17463,6715,0,Executive,Data Analytics
17468,6716,0,Data Science,Hadoop-Apache
17471,6717,2,PowerBI,Data Analytics
17473,6718,9,Data Science,Management
17474,6719,9,Data Science,science and numerics
17475,6720,6,Statistics,Data Analytics
17476,6721,1,Machine Learning,Artificial Intelligence
17477,6722,8,Machine Learning,Data Analytics
17478,6723,7,Statistics,Data Analytics
17480,6724,5,Management,Data Analytics
17481,6725,0,Data Science,Data Analytics
17483,6726,10,Data Science,Data Analytics
17485,6727,10,Machine Learning,Management
17487,6728,3,Data Science,Data Analytics
17489,6729,3,Artificial intelligence,Data Analytics
17491,6730,1,Statistics,Engineer
17492,6731,2,PowerBI,Data Analytics
17493,6732,6,Executive,Data Analytics
17494,6733,3,Data engineer,Data Analytics
17497,6734,4,Statistics,science and numerics
17498,6735,1,Data Science,Data Analytics
17499,6736,1,Data Science,Hadoop-Apache
17500,6737,6,Data Science,science and numerics
17506,6738,1,Data Science,Data Analytics
17507,6739,3,Machine Learning,science and numerics
17514,6740,3,Machine Learning,Data Analytics
17516,6741,3,Data Science,Data Analytics
17520,6742,9,PowerBI,Data Analytics
17521,6743,3,Data Science,management
17522,6744,4,Executive,Data Analytics
17527,6745,7,Data Science,Data Analytics
17528,6746,0,Executive,Data Analytics
17533,6747,2,Data Science,Deep Learning
17534,6748,8,Data Science,Data Analytics
